rec_index,hist_index,match_type,distance,depth_15,depth_22,growth,ai_conf
2319,2674.0,MATCHED,32487.13,28.0,30.0,2.0,0.9003000259399414
2328,,NEW,32640.77,,27.0,,0.0
2330,617.0,MATCHED,32641.89,10.0,14.0,4.0,0.8828999996185303
2331,2283.0,MATCHED,32641.97,13.0,18.0,5.0,0.9308000206947327
2335,1541.0,MATCHED,32722.33,19.0,20.0,1.0,0.9081000089645386
2336,718.0,MATCHED,32722.34,13.0,16.0,3.0,0.8924999833106995
2363,,NEW,33035.94,,14.0,,0.0
2364,,NEW,33036.06,,15.0,,0.0
2365,,NEW,33038.01,,18.0,,0.0
2366,,NEW,33039.22,,13.0,,0.0
2367,,NEW,33039.94,,21.0,,0.0
2370,,NEW,33050.81,,14.0,,0.0
2371,,NEW,33053.44,,45.0,,0.0
2372,368.0,MATCHED,33054.17,13.0,16.0,3.0,0.882099986076355
2373,,NEW,33055.01,,28.0,,0.0
2374,,NEW,33080.01,,18.0,,0.0
2376,,NEW,33081.67,,12.0,,0.0
2377,1294.0,MATCHED,33081.68,14.0,17.0,3.0,0.8465999960899353
2378,869.0,MATCHED,33081.81,11.0,13.0,2.0,0.9309999942779541
2381,,NEW,33160.19,,13.0,,0.0
2387,603.0,MATCHED,33240.47,22.0,23.0,1.0,0.9470999836921692
2388,1478.0,MATCHED,33240.47,15.0,19.0,4.0,0.8776000142097473
2390,3178.0,MATCHED,33242.3,15.0,17.0,2.0,0.9067000150680542
2393,,NEW,33317.28,,14.0,,0.0
2394,,NEW,33320.27,,24.0,,0.0
2395,,NEW,33320.58,,14.0,,0.0
2396,,NEW,33321.02,,14.0,,0.0
2400,2154.0,MATCHED,33402.33,12.0,16.0,4.0,0.9435999989509583
2401,2413.0,MATCHED,33402.68,17.0,18.0,1.0,0.8827999830245972
2402,1070.0,MATCHED,33403.74,18.0,17.0,-1.0,0.9717000126838684
2403,,NEW,33434.21,,33.0,,0.0
2404,,NEW,33435.09,,19.0,,0.0
2405,,NEW,33436.41,,21.0,,0.0
2406,,NEW,33439.4,,21.0,,0.0
2407,,NEW,33440.28,,31.0,,0.0
2410,,NEW,33450.79,,14.0,,0.0
2411,,NEW,33451.54,,31.0,,0.0
2412,,NEW,33480.34,,17.0,,0.0
2414,1809.0,MATCHED,33482.64,35.0,33.0,-2.0,0.9787999987602234
2415,,NEW,33504.71,,31.0,,0.0
2421,,NEW,33524.01,,26.0,,0.0
2424,,NEW,33549.27,,19.0,,0.0
2425,,NEW,33549.75,,49.0,,0.0
2426,,NEW,33552.79,,20.0,,0.0
2427,,NEW,33553.91,,49.0,,0.0
2428,370.0,MATCHED,33555.12,50.0,47.0,-3.0,0.9749000072479248
2429,,NEW,33555.77,,19.0,,0.0
2430,,NEW,33555.86,,43.0,,0.0
2431,2410.0,MATCHED,33556.21,17.0,20.0,3.0,0.8758999705314636
2432,1287.0,MATCHED,33556.56,55.0,63.0,8.0,0.8490999937057495
2433,,NEW,33558.0,,18.0,,0.0
2434,2611.0,MATCHED,33558.26,29.0,28.0,-1.0,0.996399998664856
2435,,NEW,33558.39,,29.0,,0.0
2436,1194.0,MATCHED,33558.62,10.0,11.0,1.0,0.8147000074386597
2437,2342.0,MATCHED,33558.64,18.0,20.0,2.0,0.8511000275611877
2438,1760.0,MATCHED,33558.98,21.0,22.0,1.0,0.8303999900817871
2442,,NEW,33562.55,,15.0,,0.0
2444,,NEW,33607.5,,23.0,,0.0
2445,2415.0,MATCHED,33608.3,26.0,26.0,0.0,0.9864000082015991
2446,,NEW,33609.1,,29.0,,0.0
2448,3154.0,MATCHED,33642.87,18.0,19.0,1.0,0.8242999911308289
2449,,NEW,33642.96,,21.0,,0.0
2450,616.0,MATCHED,33642.97,14.0,17.0,3.0,0.8112000226974487
2456,363.0,MATCHED,33837.24,16.0,18.0,2.0,0.8155999779701233
2457,,NEW,33837.69,,12.0,,0.0
2459,,NEW,33844.5,,30.0,,0.0
2460,,NEW,33845.48,,46.0,,0.0
2461,307.0,MATCHED,33847.18,39.0,43.0,4.0,0.8654000163078308
2462,2732.0,MATCHED,33848.06,16.0,19.0,3.0,0.8277000188827515
2463,,NEW,33852.99,,14.0,,0.0
2464,,NEW,33868.79,,17.0,,0.0
2465,,NEW,33869.48,,30.0,,0.0
2466,2553.0,MATCHED,33871.67,14.0,16.0,2.0,0.8083000183105469
2473,2664.0,MATCHED,33884.66,17.0,18.0,1.0,0.9024999737739563
2474,2663.0,MATCHED,33884.76,13.0,15.0,2.0,0.8172000050544739
2475,3116.0,MATCHED,33884.9,30.0,28.0,-2.0,0.9853000044822693
2483,,NEW,33984.17,,31.0,,0.0
2484,1685.0,MATCHED,33985.45,15.0,17.0,2.0,0.9546999931335449
2485,,NEW,33986.79,,19.0,,0.0
2489,1415.0,MATCHED,34027.28,28.0,25.0,-3.0,0.9811000227928162
2492,,NEW,34055.39,,12.0,,0.0
2499,,NEW,34107.51,,15.0,,0.0
2498,,NEW,34107.51,,28.0,,0.0
2500,,NEW,34107.62,,21.0,,0.0
2502,1012.0,MATCHED,34140.49,32.0,32.0,0.0,0.9868999719619751
2503,,NEW,34140.94,,18.0,,0.0
2504,2726.0,MATCHED,34142.34,12.0,14.0,2.0,0.9567000269889832
2505,973.0,MATCHED,34143.4,14.0,15.0,1.0,0.8145999908447266
2506,,NEW,34145.07,,23.0,,0.0
2507,2851.0,MATCHED,34145.77,20.0,23.0,3.0,0.9240000247955322
2508,3047.0,MATCHED,34146.24,15.0,17.0,2.0,0.8952999711036682
2511,2574.0,MATCHED,34156.4,19.0,21.0,2.0,0.948199987411499
2512,1286.0,MATCHED,34156.82,49.0,49.0,0.0,0.8105000257492065
2514,,NEW,34171.4,,14.0,,0.0
2518,,NEW,34187.75,,28.0,,0.0
2522,,NEW,34189.29,,15.0,,0.0
2524,,NEW,34220.67,,56.0,,0.0
2525,2523.0,MATCHED,34221.71,15.0,18.0,3.0,0.8507000207901001
2526,2111.0,MATCHED,34222.49,14.0,16.0,2.0,0.9120000004768372
2527,,NEW,34222.79,,13.0,,0.0
2528,3010.0,MATCHED,34224.36,16.0,17.0,1.0,0.9140999913215637
2529,2955.0,MATCHED,34225.15,19.0,21.0,2.0,0.9258000254631042
2530,3063.0,MATCHED,34225.46,10.0,10.0,0.0,0.8016999959945679
2532,,NEW,34237.9,,25.0,,0.0
2533,,NEW,34238.68,,19.0,,0.0
2536,,NEW,34269.72,,19.0,,0.0
2537,,NEW,34269.78,,23.0,,0.0
2538,,NEW,34269.8,,19.0,,0.0
2539,3053.0,MATCHED,34269.84,25.0,25.0,0.0,0.8048999905586243
2540,,NEW,34269.86,,14.0,,0.0
2546,,NEW,34443.82,,16.0,,0.0
2550,1011.0,MATCHED,34503.04,19.0,22.0,3.0,0.8658999800682068
2558,,NEW,34751.65,,27.0,,0.0
2560,,NEW,34762.51,,12.0,,0.0
2568,,NEW,34939.26,,13.0,,0.0
2569,,NEW,34950.14,,15.0,,0.0
2570,,NEW,34953.64,,18.0,,0.0
2571,,NEW,34959.55,,15.0,,0.0
2572,,NEW,34963.64,,14.0,,0.0
2573,,NEW,34965.94,,14.0,,0.0
2574,,NEW,34968.84,,27.0,,0.0
2575,,NEW,34972.2,,11.0,,0.0
2576,,NEW,34973.11,,15.0,,0.0
2580,,NEW,35030.15,,14.0,,0.0
2581,,NEW,35031.0,,14.0,,0.0
2582,,NEW,35044.86,,19.0,,0.0
2591,,NEW,35254.68,,13.0,,0.0
2608,1068.0,MATCHED,35693.1,10.0,12.0,2.0,0.9269000291824341
2612,,NEW,35822.57,,15.0,,0.0
2614,,NEW,35878.38,,24.0,,0.0
2617,582.0,MATCHED,35937.36,17.0,20.0,3.0,0.8766999840736389
2619,,NEW,35960.13,,22.0,,0.0
2620,,NEW,35960.25,,20.0,,0.0
2622,3340.0,MATCHED,35960.47,24.0,25.0,1.0,0.9447000026702881
2621,2854.0,MATCHED,35960.47,24.0,24.0,0.0,0.9574000239372253
2633,,NEW,36201.23,,16.0,,0.0
2634,715.0,MATCHED,36201.24,16.0,18.0,2.0,0.932699978351593
2647,,NEW,36582.07,,19.0,,0.0
2656,2160.0,MATCHED,36851.8,10.0,11.0,1.0,0.9165999889373779
2657,,NEW,36861.47,,13.0,,0.0
2667,,NEW,37080.16,,17.0,,0.0
2671,3081.0,MATCHED,37169.57,38.0,30.0,-8.0,0.9387000203132629
2672,3174.0,MATCHED,37169.95,34.0,28.0,-6.0,0.9715999960899353
2673,,NEW,37189.58,,22.0,,0.0
2674,,NEW,37190.01,,22.0,,0.0
2692,,NEW,37580.2,,12.0,,0.0
2693,,NEW,37581.78,,15.0,,0.0
2698,,NEW,37644.48,,11.0,,0.0
2699,2426.0,MATCHED,37651.5,25.0,26.0,1.0,0.9873999953269958
2700,1683.0,MATCHED,37651.91,23.0,27.0,4.0,0.9175000190734863
2705,3311.0,MATCHED,37730.03,23.0,25.0,2.0,0.9429000020027161
2706,1568.0,MATCHED,37730.46,23.0,25.0,2.0,0.9203000068664551
2722,,NEW,38134.34,,16.0,,0.0
2723,,NEW,38134.7,,29.0,,0.0
2763,,NEW,39098.5,,14.0,,0.0
2764,,NEW,39098.85,,13.0,,0.0
2771,2418.0,MATCHED,39249.02,16.0,17.0,1.0,0.9617999792098999
2772,3119.0,MATCHED,39250.53,17.0,20.0,3.0,0.8402000069618225
2773,,NEW,39250.97,,19.0,,0.0
2775,1092.0,MATCHED,39267.98,16.0,17.0,1.0,0.9261999726295471
2776,1575.0,MATCHED,39268.14,23.0,26.0,3.0,0.9067999720573425
2777,3593.0,MATCHED,39268.22,13.0,15.0,2.0,0.921999990940094
2779,,NEW,39269.89,,11.0,,0.0
2780,1442.0,MATCHED,39297.27,22.0,24.0,2.0,0.8335000276565552
2784,,NEW,39353.86,,15.0,,0.0
2794,,NEW,39466.64,,18.0,,0.0
2795,,NEW,39467.03,,16.0,,0.0
2796,,NEW,39488.05,,14.0,,0.0
2797,,NEW,39488.6,,15.0,,0.0
2799,449.0,MATCHED,39517.22,12.0,14.0,2.0,0.8895999789237976
2802,2409.0,MATCHED,39558.96,14.0,15.0,1.0,0.9154000282287598
2803,2508.0,MATCHED,39558.98,25.0,27.0,2.0,0.85589998960495
2804,2447.0,MATCHED,39559.07,19.0,20.0,1.0,0.92330002784729
2805,2224.0,MATCHED,39559.1,22.0,21.0,-1.0,0.9872000217437744
2806,2617.0,MATCHED,39562.54,30.0,30.0,0.0,0.9865999817848206
2807,2595.0,MATCHED,39563.0,14.0,18.0,4.0,0.8317000269889832
2808,2596.0,MATCHED,39566.68,13.0,15.0,2.0,0.9527999758720398
2809,,NEW,39568.93,,12.0,,0.0
2810,2294.0,MATCHED,39573.57,18.0,21.0,3.0,0.9193999767303467
2811,,NEW,39575.49,,18.0,,0.0
2812,3062.0,MATCHED,39576.77,14.0,17.0,3.0,0.8356000185012817
2813,2250.0,MATCHED,39576.8,39.0,35.0,-4.0,0.9621000289916992
2814,,NEW,39578.72,,11.0,,0.0
2815,3180.0,MATCHED,39580.08,21.0,23.0,2.0,0.9088000059127808
2817,3397.0,MATCHED,39582.09,15.0,17.0,2.0,0.9228000044822693
2818,542.0,MATCHED,39583.24,13.0,14.0,1.0,0.8447999954223633
2819,,NEW,39584.11,,24.0,,0.0
2820,2830.0,MATCHED,39586.14,19.0,22.0,3.0,0.866599977016449
2821,847.0,MATCHED,39587.17,19.0,21.0,2.0,0.9333000183105469
2822,2989.0,MATCHED,39587.85,15.0,18.0,3.0,0.8741000294685364
2823,553.0,MATCHED,39591.38,15.0,18.0,3.0,0.869700014591217
2826,,NEW,39628.19,,12.0,,0.0
2827,2590.0,MATCHED,39633.12,23.0,23.0,0.0,0.9186999797821045
2828,3035.0,MATCHED,39633.19,13.0,15.0,2.0,0.9372000098228455
2829,2366.0,MATCHED,39633.49,19.0,22.0,3.0,0.8129000067710876
2830,2074.0,MATCHED,39633.76,18.0,17.0,-1.0,0.8658999800682068
2834,,NEW,39644.56,,14.0,,0.0
2835,,NEW,39646.76,,20.0,,0.0
2836,,NEW,39648.12,,16.0,,0.0
2837,3008.0,MATCHED,39683.8,12.0,14.0,2.0,0.9156000018119812
2838,,NEW,39684.23,,22.0,,0.0
2841,1589.0,MATCHED,39707.05,26.0,27.0,1.0,0.9445000290870667
2842,,NEW,39707.06,,19.0,,0.0
2843,2735.0,MATCHED,39707.76,30.0,28.0,-2.0,0.95660001039505
2844,,NEW,39707.76,,25.0,,0.0
2845,,NEW,39707.82,,21.0,,0.0
2850,,NEW,39746.48,,12.0,,0.0
2851,1979.0,MATCHED,39746.76,12.0,16.0,4.0,0.8029000163078308
2852,,NEW,39746.8,,15.0,,0.0
2853,1186.0,MATCHED,39747.06,44.0,49.0,5.0,0.9922999739646912
2855,,NEW,39747.38,,15.0,,0.0
2856,,NEW,39747.84,,20.0,,0.0
2857,1237.0,MATCHED,39747.84,23.0,25.0,2.0,0.8730000257492065
2858,,NEW,39748.01,,11.0,,0.0
2866,,NEW,39795.28,,10.0,,0.0
2867,,NEW,39795.91,,21.0,,0.0
2868,2420.0,MATCHED,39795.99,25.0,24.0,-1.0,0.9927999973297119
2869,923.0,MATCHED,39796.44,54.0,54.0,0.0,0.9987999796867371
2870,1290.0,MATCHED,39796.9,48.0,50.0,2.0,0.9929999709129333
2873,,NEW,39861.36,,20.0,,0.0
2874,,NEW,39861.54,,24.0,,0.0
2876,,NEW,39898.99,,21.0,,0.0
2877,,NEW,39899.38,,15.0,,0.0
2878,,NEW,39899.51,,11.0,,0.0
2879,2276.0,MATCHED,39899.63,13.0,16.0,3.0,0.9361000061035156
2880,,NEW,39899.79,,15.0,,0.0
2881,,NEW,39900.27,,20.0,,0.0
2884,1959.0,MATCHED,39902.66,13.0,16.0,3.0,0.8385000228881836
2885,2212.0,MATCHED,39902.88,14.0,16.0,2.0,0.8587999939918518
2886,1360.0,MATCHED,39902.95,19.0,21.0,2.0,0.8773000240325928
2887,2985.0,MATCHED,39903.02,45.0,43.0,-2.0,0.9337000250816345
2888,2320.0,MATCHED,39903.23,20.0,24.0,4.0,0.8384000062942505
2904,,NEW,40165.31,,12.0,,0.0
2909,915.0,MATCHED,40266.96,12.0,14.0,2.0,0.8679999709129333
2913,1738.0,MATCHED,40340.38,12.0,15.0,3.0,0.8736000061035156
2917,,NEW,40441.66,,17.0,,0.0
2920,1786.0,MATCHED,40512.9,10.0,11.0,1.0,0.9199000000953674
2921,2232.0,MATCHED,40522.39,11.0,13.0,2.0,0.8766000270843506
2922,,NEW,40536.16,,11.0,,0.0
2933,2149.0,MATCHED,40827.15,16.0,16.0,0.0,0.9602000117301941
2934,2238.0,MATCHED,40827.25,21.0,21.0,0.0,0.9175000190734863
2935,2593.0,MATCHED,40827.35,16.0,18.0,2.0,0.9340000152587891
2936,1081.0,MATCHED,40827.36,70.0,60.0,-10.0,0.9452999830245972
2943,2326.0,MATCHED,40858.85,14.0,17.0,3.0,0.9279999732971191
2944,2357.0,MATCHED,40859.81,16.0,18.0,2.0,0.9484000205993652
2945,2049.0,MATCHED,40860.1,18.0,19.0,1.0,0.9028000235557556
2946,,NEW,40860.14,,14.0,,0.0
2947,,NEW,40860.54,,20.0,,0.0
2948,2077.0,MATCHED,40861.43,12.0,14.0,2.0,0.9448000192642212
2949,2007.0,MATCHED,40862.08,12.0,14.0,2.0,0.9714999794960022
2951,,NEW,40901.45,,10.0,,0.0
2952,,NEW,40905.1,,12.0,,0.0
2953,,NEW,40911.44,,12.0,,0.0
2954,,NEW,40914.82,,12.0,,0.0
2955,,NEW,40916.46,,11.0,,0.0
2956,,NEW,40918.8,,11.0,,0.0
2958,,NEW,40920.65,,12.0,,0.0
2959,1545.0,MATCHED,40921.91,18.0,21.0,3.0,0.8482000231742859
2965,,NEW,41086.27,,20.0,,0.0
2966,,NEW,41087.92,,15.0,,0.0
2967,,NEW,41088.56,,42.0,,0.0
2968,,NEW,41089.12,,14.0,,0.0
2969,,NEW,41094.55,,26.0,,0.0
2970,,NEW,41095.34,,15.0,,0.0
2971,2616.0,MATCHED,41096.09,13.0,15.0,2.0,0.902400016784668
2972,,NEW,41101.34,,19.0,,0.0
2973,3353.0,MATCHED,41101.45,11.0,13.0,2.0,0.84579998254776
2974,2695.0,MATCHED,41101.89,10.0,12.0,2.0,0.859000027179718
2975,,NEW,41102.55,,15.0,,0.0
2976,2163.0,MATCHED,41102.77,14.0,16.0,2.0,0.9368000030517578
2977,2109.0,MATCHED,41103.24,13.0,15.0,2.0,0.9340999722480774
2978,,NEW,41103.78,,14.0,,0.0
2979,,NEW,41104.48,,20.0,,0.0
2982,,NEW,41154.48,,15.0,,0.0
2983,,NEW,41159.97,,11.0,,0.0
2984,,NEW,41161.57,,11.0,,0.0
2985,3056.0,MATCHED,41168.72,15.0,14.0,-1.0,0.838699996471405
2986,,NEW,41170.09,,14.0,,0.0
2987,,NEW,41171.12,,11.0,,0.0
2988,,NEW,41171.9,,13.0,,0.0
2989,,NEW,41174.9,,14.0,,0.0
2990,,NEW,41181.12,,11.0,,0.0
2995,,NEW,41270.29,,14.0,,0.0
2996,,NEW,41270.92,,12.0,,0.0
2997,,NEW,41281.72,,13.0,,0.0
2998,,NEW,41285.84,,17.0,,0.0
2999,,NEW,41290.64,,14.0,,0.0
3000,,NEW,41291.09,,18.0,,0.0
3001,,NEW,41299.28,,15.0,,0.0
3002,,NEW,41300.76,,17.0,,0.0
3004,2367.0,MATCHED,41318.89,10.0,13.0,3.0,0.8802000284194946
3005,2624.0,MATCHED,41321.85,17.0,19.0,2.0,0.9271000027656555
3006,,NEW,41322.33,,15.0,,0.0
3007,1900.0,MATCHED,41324.2,18.0,20.0,2.0,0.9668999910354614
3008,,NEW,41325.64,,13.0,,0.0
3009,2228.0,MATCHED,41328.96,13.0,15.0,2.0,0.9182000160217285
3010,2658.0,MATCHED,41330.39,10.0,12.0,2.0,0.8348000049591064
3011,626.0,MATCHED,41332.34,11.0,12.0,1.0,0.9042999744415283
3012,,NEW,41334.5,,10.0,,0.0
3013,,NEW,41338.1,,14.0,,0.0
3014,2290.0,MATCHED,41339.83,12.0,14.0,2.0,0.9083999991416931
3015,2602.0,MATCHED,41340.74,11.0,14.0,3.0,0.8452000021934509
3016,,NEW,41343.6,,11.0,,0.0
3017,,NEW,41345.12,,10.0,,0.0
3027,,NEW,41591.11,,20.0,,0.0
3028,,NEW,41591.87,,15.0,,0.0
3030,357.0,MATCHED,41592.75,13.0,14.0,1.0,0.9682000279426575
3036,1493.0,MATCHED,41619.88,11.0,12.0,1.0,0.9433000087738037
3037,3091.0,MATCHED,41624.7,18.0,21.0,3.0,0.8571000099182129
3038,,NEW,41625.25,,14.0,,0.0
3039,663.0,MATCHED,41625.57,13.0,16.0,3.0,0.920799970626831
3040,,NEW,41625.69,,21.0,,0.0
3041,,NEW,41625.72,,20.0,,0.0
3042,1066.0,MATCHED,41625.76,12.0,12.0,0.0,0.9771000146865845
3044,902.0,MATCHED,41627.41,28.0,25.0,-3.0,0.9627000093460083
3045,2189.0,MATCHED,41627.44,25.0,27.0,2.0,0.9085000157356262
3046,301.0,MATCHED,41627.46,13.0,15.0,2.0,0.9639999866485596
3047,1261.0,MATCHED,41633.26,12.0,14.0,2.0,0.942300021648407
3048,,NEW,41633.41,,17.0,,0.0
3049,,NEW,41634.11,,16.0,,0.0
3050,,NEW,41634.77,,17.0,,0.0
3051,,NEW,41635.32,,21.0,,0.0
3052,2968.0,MATCHED,41636.69,14.0,16.0,2.0,0.8967000246047974
3053,3481.0,MATCHED,41637.67,10.0,12.0,2.0,0.9233999848365784
3054,1564.0,MATCHED,41638.59,12.0,13.0,1.0,0.9083999991416931
3055,,NEW,41644.27,,15.0,,0.0
3056,1599.0,MATCHED,41645.4,12.0,14.0,2.0,0.9473999738693237
3057,2754.0,MATCHED,41645.47,14.0,15.0,1.0,0.9502000212669373
3058,,NEW,41645.87,,11.0,,0.0
3059,1714.0,MATCHED,41646.43,17.0,17.0,0.0,0.8108999729156494
3060,,NEW,41646.44,,14.0,,0.0
3061,2236.0,MATCHED,41646.71,11.0,13.0,2.0,0.9330000281333923
3062,,NEW,41647.43,,19.0,,0.0
3063,2390.0,MATCHED,41647.51,15.0,16.0,1.0,0.8917999863624573
3064,,NEW,41647.68,,26.0,,0.0
3065,,NEW,41647.74,,32.0,,0.0
3066,2249.0,MATCHED,41647.89,14.0,16.0,2.0,0.8848999738693237
3067,,NEW,41648.2,,15.0,,0.0
3068,2317.0,MATCHED,41648.24,14.0,17.0,3.0,0.9416999816894531
3069,1025.0,MATCHED,41648.38,11.0,13.0,2.0,0.961899995803833
3070,2155.0,MATCHED,41648.85,10.0,15.0,5.0,0.8863999843597412
3071,3144.0,MATCHED,41648.97,12.0,15.0,3.0,0.9230999946594238
3072,,NEW,41649.39,,11.0,,0.0
3073,,NEW,41650.4,,13.0,,0.0
3074,,NEW,41651.0,,16.0,,0.0
3075,,NEW,41651.53,,13.0,,0.0
3076,,NEW,41653.41,,12.0,,0.0
3077,,NEW,41653.86,,12.0,,0.0
3078,2760.0,MATCHED,41655.67,10.0,10.0,0.0,0.8564000129699707
3079,,NEW,41655.72,,30.0,,0.0
3080,794.0,MATCHED,41656.65,10.0,12.0,2.0,0.9052000045776367
3081,,NEW,41659.74,,32.0,,0.0
3082,,NEW,41659.92,,17.0,,0.0
3083,,NEW,41661.58,,17.0,,0.0
3084,619.0,MATCHED,41661.7,30.0,33.0,3.0,0.8590999841690063
3085,2647.0,MATCHED,41662.89,15.0,18.0,3.0,0.8090999722480774
3086,,NEW,41663.37,,15.0,,0.0
3087,,NEW,41663.45,,22.0,,0.0
3088,3121.0,MATCHED,41663.84,18.0,21.0,3.0,0.8138999938964844
3089,,NEW,41664.67,,30.0,,0.0
3090,2650.0,MATCHED,41665.04,14.0,15.0,1.0,0.9218999743461609
3091,,NEW,41665.67,,17.0,,0.0
3092,,NEW,41665.8,,17.0,,0.0
3093,,NEW,41665.9,,14.0,,0.0
3094,,NEW,41666.14,,11.0,,0.0
3095,2600.0,MATCHED,41666.49,15.0,17.0,2.0,0.8967000246047974
3096,,NEW,41666.51,,13.0,,0.0
3098,,NEW,41666.9,,26.0,,0.0
3099,,NEW,41667.54,,30.0,,0.0
3100,1064.0,MATCHED,41670.01,15.0,15.0,0.0,0.9649999737739563
3101,,NEW,41670.06,,11.0,,0.0
3105,,NEW,41705.99,,20.0,,0.0
3106,1606.0,MATCHED,41706.14,31.0,32.0,1.0,0.9959999918937683
3107,3346.0,MATCHED,41706.24,17.0,20.0,3.0,0.8977000117301941
3109,2736.0,MATCHED,41707.01,35.0,36.0,1.0,0.9965999722480774
3112,,NEW,41707.64,,13.0,,0.0
3113,,NEW,41707.68,,19.0,,0.0
3114,1649.0,MATCHED,41707.91,15.0,18.0,3.0,0.9218000173568726
3116,2133.0,MATCHED,41727.94,12.0,15.0,3.0,0.9492999911308289
3117,,NEW,41728.47,,17.0,,0.0
3118,2876.0,MATCHED,41728.56,10.0,12.0,2.0,0.9617999792098999
3119,527.0,MATCHED,41730.12,14.0,13.0,-1.0,0.9684000015258789
3120,,NEW,41730.98,,12.0,,0.0
3121,579.0,MATCHED,41731.31,11.0,12.0,1.0,0.9144999980926514
3122,1653.0,MATCHED,41731.48,12.0,12.0,0.0,0.9480999708175659
3123,,NEW,41731.81,,11.0,,0.0
3124,815.0,MATCHED,41737.71,11.0,14.0,3.0,0.9294000267982483
3125,,NEW,41738.02,,27.0,,0.0
3126,,NEW,41738.09,,30.0,,0.0
3127,,NEW,41739.11,,11.0,,0.0
3128,1338.0,MATCHED,41741.89,47.0,38.0,-9.0,0.9398000240325928
3129,,NEW,41742.27,,19.0,,0.0
3130,,NEW,41742.95,,15.0,,0.0
3131,,NEW,41743.21,,22.0,,0.0
3132,2425.0,MATCHED,41743.87,17.0,18.0,1.0,0.9890000224113464
3133,2152.0,MATCHED,41744.64,12.0,14.0,2.0,0.9423999786376953
3134,574.0,MATCHED,41745.35,15.0,18.0,3.0,0.9440000057220459
3135,2220.0,MATCHED,41745.79,11.0,15.0,4.0,0.957099974155426
3136,,NEW,41746.07,,10.0,,0.0
3137,2240.0,MATCHED,41746.36,17.0,19.0,2.0,0.9455000162124634
3138,2222.0,MATCHED,41746.66,12.0,15.0,3.0,0.9491000175476074
3141,2291.0,MATCHED,41747.14,16.0,19.0,3.0,0.9377999901771545
3142,1239.0,MATCHED,41747.54,11.0,14.0,3.0,0.9628000259399414
3143,2219.0,MATCHED,41747.82,12.0,16.0,4.0,0.9358999729156494
3144,2147.0,MATCHED,41748.06,13.0,13.0,0.0,0.9156000018119812
3145,2334.0,MATCHED,41749.11,11.0,13.0,2.0,0.8337000012397766
3146,3105.0,MATCHED,41749.13,13.0,14.0,1.0,0.9326000213623047
3147,2145.0,MATCHED,41749.71,14.0,16.0,2.0,0.9459999799728394
3148,,NEW,41749.86,,22.0,,0.0
3149,,NEW,41750.13,,11.0,,0.0
3150,,NEW,41750.15,,15.0,,0.0
3151,,NEW,41750.24,,30.0,,0.0
3152,,NEW,41750.61,,21.0,,0.0
3153,2245.0,MATCHED,41750.78,22.0,23.0,1.0,0.9624999761581421
3154,1113.0,MATCHED,41751.16,20.0,21.0,1.0,0.9621999859809875
3155,,NEW,41751.96,,17.0,,0.0
3157,2766.0,MATCHED,41752.62,10.0,12.0,2.0,0.9605000019073486
3158,2322.0,MATCHED,41752.65,15.0,17.0,2.0,0.9298999905586243
3159,,NEW,41752.94,,14.0,,0.0
3160,2136.0,MATCHED,41753.53,23.0,23.0,0.0,0.8443999886512756
3161,,NEW,41753.79,,17.0,,0.0
3162,2309.0,MATCHED,41754.27,11.0,13.0,2.0,0.9674999713897705
3163,,NEW,41754.43,,16.0,,0.0
3164,,NEW,41754.65,,19.0,,0.0
3165,,NEW,41754.95,,16.0,,0.0
3166,,NEW,41754.97,,23.0,,0.0
3167,2287.0,MATCHED,41755.36,13.0,14.0,1.0,0.8184000253677368
3168,3014.0,MATCHED,41755.91,11.0,15.0,4.0,0.8720999956130981
3169,,NEW,41755.99,,15.0,,0.0
3170,2324.0,MATCHED,41756.57,15.0,17.0,2.0,0.9146999716758728
3171,2325.0,MATCHED,41756.9,14.0,15.0,1.0,0.9139000177383423
3173,2253.0,MATCHED,41757.26,14.0,16.0,2.0,0.9241999983787537
3172,2626.0,MATCHED,41757.26,53.0,51.0,-2.0,0.9796000123023987
3175,2351.0,MATCHED,41757.86,11.0,12.0,1.0,0.8173999786376953
3177,2257.0,MATCHED,41758.4,50.0,50.0,0.0,0.9602000117301941
3178,,NEW,41758.58,,17.0,,0.0
3179,,NEW,41759.01,,14.0,,0.0
3180,2412.0,MATCHED,41759.18,33.0,41.0,8.0,0.8971999883651733
3183,,NEW,41759.45,,18.0,,0.0
3184,,NEW,41759.7,,17.0,,0.0
3185,,NEW,41761.29,,21.0,,0.0
3188,,NEW,41765.25,,20.0,,0.0
3189,3167.0,MATCHED,41765.44,12.0,17.0,5.0,0.9409999847412109
3190,2213.0,MATCHED,41765.44,38.0,39.0,1.0,0.9912999868392944
3191,,NEW,41765.92,,23.0,,0.0
3192,1726.0,MATCHED,41765.96,37.0,34.0,-3.0,0.939300000667572
3193,,NEW,41765.99,,51.0,,0.0
3194,,NEW,41766.31,,11.0,,0.0
3195,,NEW,41766.64,,19.0,,0.0
3196,,NEW,41767.12,,24.0,,0.0
3197,,NEW,41767.6,,14.0,,0.0
3198,,NEW,41767.71,,47.0,,0.0
3199,,NEW,41767.94,,25.0,,0.0
3200,,NEW,41768.75,,20.0,,0.0
3201,451.0,MATCHED,41769.0,23.0,24.0,1.0,0.9510999917984009
3202,,NEW,41769.45,,47.0,,0.0
