distance,clock,feature_type,depth_2022,length,width,survey_year,depth_2015,depth_2007
23238.619,01:41:00,Metal Loss,15.0,2.5,1.1,2022,,
23239.252,01:37:00,Metal Loss,14.0,13.7,3.3,2022,,
23240.814,01:32:00,Metal Loss,14.0,5.0,1.8,2022,,
23241.463,01:40:00,Metal Loss,14.0,7.2,2.0,2022,,
23243.852,01:43:00,Metal Loss,15.0,7.6,2.5,2022,,
23249.177,01:29:00,Metal Loss,17.0,2.4,2.1,2022,,
23250.299,01:35:00,Metal Loss,10.0,6.7,1.7,2022,,
23251.765,01:39:00,Metal Loss,14.0,4.3,2.5,2022,,
23252.566,01:29:00,Metal Loss,10.0,6.6,2.1,2022,,
23254.685,01:33:00,Metal Loss,15.0,12.8,2.6,2022,,
23259.203,01:34:00,Metal Loss,16.0,8.3,5.3,2022,,
23260.23,01:32:00,Metal Loss,11.0,9.6,2.5,2022,,
23261.903,01:43:00,Metal Loss,15.0,9.0,2.3,2022,,
23265.991,01:36:00,Metal Loss,15.0,18.9,4.0,2022,,
23269.268,01:32:00,Metal Loss,19.0,11.3,2.7,2022,,
23270.791,01:33:00,Metal Loss,15.0,11.5,2.5,2022,,
23466.617,07:17:00,Metal Loss,15.0,3.8,1.0,2022,,
23700.325,04:43:00,Metal Loss,19.0,4.4,10.7,2022,42.0,
23727.572,12:55:00,Metal Loss,46.0,29.7,12.9,2022,,
23728.081,10:37:00,Metal Loss,28.0,16.5,6.5,2022,,
23729.636,10:12:00,Metal Loss,23.0,3.1,1.0,2022,,
23729.879,11:34:00,Metal Loss,23.0,6.3,8.7,2022,,
23766.529,04:58:00,Metal Loss,24.0,9.6,28.1,2022,,
23766.703,08:34:00,Metal Loss,20.0,1.2,1.8,2022,,
23768.337,04:57:00,Metal Loss,26.0,1.3,1.9,2022,,
23928.773,05:07:00,Metal Loss,21.0,3.6,2.4,2022,,
23928.812,10:38:00,Metal Loss,18.0,1.9,2.1,2022,,
23945.538,05:55:00,Metal Loss,15.0,2.9,2.3,2022,19.0,
23951.991,05:47:00,Metal Loss,18.0,3.4,2.0,2022,16.0,
23976.512,06:46:00,Metal Loss,11.0,8.0,3.3,2022,,
23976.959,04:43:00,Metal Loss,11.0,3.9,2.5,2022,,
23977.589,05:39:00,Metal Loss,13.0,5.1,2.0,2022,,
24007.08,03:03:00,Metal Loss,14.0,3.5,5.5,2022,,
24007.123,04:32:00,Metal Loss,28.0,0.9,1.4,2022,,
24007.431,04:20:00,Metal Loss,16.0,1.4,1.1,2022,,
24008.845,04:04:00,Metal Loss,21.0,4.3,2.0,2022,,
24343.599,12:55:00,Metal Loss,10.0,10.3,3.6,2022,,
24344.957,12:55:00,Metal Loss,14.0,7.6,1.8,2022,,
24347.385,01:24:00,Metal Loss,10.0,21.5,2.9,2022,,
25325.915,05:40:00,Metal Loss,19.0,4.0,1.6,2022,,
25551.125,03:08:00,Metal Loss,28.0,1.3,1.3,2022,,
25623.497,04:13:00,Metal Loss,12.0,4.5,2.1,2022,,
25626.22,04:14:00,Metal Loss,13.0,4.5,2.6,2022,,
25628.553,09:05:00,Metal Loss,13.0,12.4,3.1,2022,,
25631.188,04:19:00,Metal Loss,10.0,3.7,3.0,2022,,
25633.301,04:17:00,Metal Loss,13.0,6.5,3.8,2022,,
25634.049,04:22:00,Metal Loss,23.0,2.0,1.8,2022,,
25634.646,02:53:00,Metal Loss,18.0,5.7,2.0,2022,,
25636.093,02:53:00,Metal Loss,23.0,1.2,1.1,2022,,
25639.131,08:43:00,Metal Loss,14.0,2.8,2.9,2022,,
25639.708,10:17:00,Metal Loss,17.0,3.9,2.6,2022,,
25639.82,08:48:00,Metal Loss,12.0,5.2,1.9,2022,,
25640.991,08:50:00,Metal Loss,13.0,2.8,1.2,2022,,
25642.999,08:23:00,Metal Loss,12.0,6.9,3.2,2022,,
25646.847,08:49:00,Metal Loss,12.0,8.7,2.1,2022,,
25679.688,06:48:00,Metal Loss,21.0,5.7,1.3,2022,,
25938.501,01:46:00,Metal Loss,30.0,17.4,5.7,2022,,
25939.583,12:01:00,Metal Loss,16.0,2.7,3.0,2022,,
26972.835,07:52:00,Metal Loss,38.0,6.7,4.8,2022,10.0,
26973.173,05:39:00,Metal Loss,50.0,7.7,10.9,2022,14.0,
26973.337,09:06:00,Metal Loss,30.0,1.1,1.6,2022,20.0,
27036.135,03:29:00,Metal Loss,21.0,7.9,7.4,2022,,
27051.293,02:25:00,Metal Loss,23.0,1.5,1.3,2022,,
27051.637,11:15:00,Metal Loss,20.0,2.4,4.1,2022,,
27051.722,09:21:00,Metal Loss,11.0,12.8,4.6,2022,,
27051.818,12:20:00,Metal Loss,16.0,2.3,1.7,2022,,
27051.982,03:49:00,Metal Loss,20.0,10.4,5.2,2022,,
27303.054,10:14:00,Metal Loss,15.0,4.3,2.3,2022,,16.0
27351.621,05:50:00,Metal Loss,27.0,8.2,5.1,2022,11.0,
27423.72,05:41:00,Metal Loss,28.0,1.3,1.9,2022,,
27582.421,08:08:00,Metal Loss,20.0,9.4,9.7,2022,,11.0
27664.951,12:59:00,Metal Loss,15.0,5.5,2.3,2022,,
27682.943,12:49:00,Metal Loss,17.0,10.9,3.3,2022,,
28053.438,11:49:00,Metal Loss,14.0,3.6,2.8,2022,,
28055.436,07:35:00,Metal Loss,19.0,4.1,1.7,2022,,
28055.988,07:17:00,Metal Loss,37.0,5.2,4.6,2022,,
28060.22,01:35:00,Metal Loss,31.0,18.5,5.6,2022,,
28078.061,03:09:00,Metal Loss,17.0,8.4,5.6,2022,,
28743.881,06:25:00,Metal Loss,37.0,14.0,7.5,2022,,
28927.359,05:47:00,Metal Loss,27.0,3.2,6.2,2022,,
29241.407,04:05:00,Metal Loss,25.0,7.6,4.4,2022,31.0,
29241.457,05:52:00,Metal Loss,25.0,8.1,12.3,2022,35.0,
29260.046,05:29:00,Metal Loss,13.0,8.3,6.1,2022,15.0,
29320.059,05:16:00,Metal Loss,21.0,10.9,11.1,2022,,
29320.102,07:08:00,Metal Loss,23.0,9.2,3.7,2022,,
29320.279,03:38:00,Metal Loss,61.0,1.7,1.9,2022,,
29320.331,08:09:00,Metal Loss,26.0,1.7,1.5,2022,,
29380.174,02:09:00,Metal Loss,15.0,17.0,3.3,2022,,
29382.188,02:11:00,Metal Loss,14.0,3.9,2.2,2022,,
29524.137,05:37:00,Metal Loss,41.0,14.8,5.4,2022,,
29525.518,05:47:00,Metal Loss,17.0,18.6,3.9,2022,,
29529.091,05:44:00,Metal Loss,15.0,6.6,5.9,2022,,
29530.354,06:07:00,Metal Loss,18.0,7.7,3.7,2022,,
29530.984,05:13:00,Metal Loss,19.0,19.3,5.2,2022,,
29531.847,06:30:00,Metal Loss,19.0,11.9,3.3,2022,,
29532.989,04:53:00,Metal Loss,21.0,12.6,9.1,2022,,
29534.259,07:06:00,Metal Loss,25.0,11.2,4.8,2022,,
29534.442,04:38:00,Metal Loss,26.0,17.8,8.3,2022,,
29535.633,07:01:00,Metal Loss,30.0,12.3,5.6,2022,,
29536.604,04:08:00,Metal Loss,49.0,4.4,3.5,2022,,
29537.113,06:50:00,Metal Loss,24.0,8.6,4.7,2022,,
29537.267,04:13:00,Metal Loss,37.0,4.6,5.0,2022,,
29538.55,04:27:00,Metal Loss,19.0,7.8,4.8,2022,,
29538.566,06:53:00,Metal Loss,28.0,3.5,3.5,2022,,
29539.685,07:22:00,Metal Loss,59.0,1.1,2.0,2022,,
29540.085,07:07:00,Metal Loss,22.0,2.2,3.2,2022,,
29540.164,04:17:00,Metal Loss,21.0,3.7,3.5,2022,,
29540.82,04:44:00,Metal Loss,21.0,9.9,6.5,2022,,
29541.411,07:05:00,Metal Loss,20.0,4.6,3.9,2022,,
29555.823,07:23:00,Metal Loss,37.0,12.9,4.1,2022,,
29558.665,07:21:00,Metal Loss,14.0,5.9,4.1,2022,,
29561.115,04:24:00,Metal Loss,38.0,2.2,3.8,2022,,
29561.325,08:05:00,Metal Loss,27.0,1.7,2.2,2022,,
29813.353,07:54:00,Metal Loss,12.0,7.3,4.2,2022,,
29813.363,09:52:00,Metal Loss,33.0,5.7,1.6,2022,,
30379.501,06:43:00,Metal Loss,42.0,5.0,5.5,2022,,
30379.957,05:06:00,Metal Loss,39.0,23.7,8.2,2022,,
30380.246,07:44:00,Metal Loss,20.0,5.6,4.6,2022,,
30381.795,07:50:00,Metal Loss,22.0,8.2,2.4,2022,,
30383.632,07:02:00,Metal Loss,17.0,4.4,2.0,2022,,
30387.93,06:51:00,Metal Loss,17.0,7.7,4.4,2022,11.0,
30405.548,04:20:00,Metal Loss,21.0,5.0,4.7,2022,12.0,
30594.242,05:35:00,Metal Loss,22.0,3.2,1.2,2022,,
30748.999,04:08:00,Metal Loss,14.0,8.8,3.2,2022,,
31043.396,05:39:00,Metal Loss,21.0,7.4,3.8,2022,,
31226.601,05:55:00,Metal Loss,17.0,5.1,3.4,2022,,
31227.165,03:50:00,Metal Loss,16.0,4.9,3.7,2022,,
31227.336,06:42:00,Metal Loss,29.0,22.2,5.1,2022,,
31228.743,03:22:00,Metal Loss,19.0,6.4,3.7,2022,,
31229.826,06:25:00,Metal Loss,11.0,5.7,3.4,2022,,
31229.902,03:34:00,Metal Loss,15.0,4.0,2.9,2022,,
31230.804,04:19:00,Metal Loss,17.0,6.1,3.9,2022,,
31232.792,06:03:00,Metal Loss,19.0,2.2,2.1,2022,,
31246.795,03:18:00,Metal Loss,20.0,5.3,1.9,2022,,
31627.438,05:30:00,Metal Loss,11.0,7.0,4.3,2022,18.0,
31629.364,01:15:00,Metal Loss,26.0,2.5,3.2,2022,14.0,
31629.856,11:51:00,Metal Loss,50.0,1.5,1.6,2022,13.0,
31631.998,10:24:00,Metal Loss,18.0,1.9,1.9,2022,12.0,
31671.348,06:03:00,Metal Loss,25.0,18.4,8.8,2022,13.0,
31672.408,04:25:00,Metal Loss,23.0,3.1,3.1,2022,,
31672.444,03:30:00,Metal Loss,25.0,4.2,2.8,2022,,
31672.457,07:25:00,Metal Loss,28.0,2.7,2.1,2022,,
31674.268,12:04:00,Metal Loss,29.0,3.3,2.1,2022,,
31677.29,04:37:00,Metal Loss,11.0,3.3,1.0,2022,,
31698.34,06:11:00,Metal Loss,28.0,5.0,5.8,2022,15.0,
31706.529,05:02:00,Metal Loss,29.0,1.3,1.3,2022,,
31706.811,06:21:00,Metal Loss,35.0,1.9,1.8,2022,,
31707.198,04:52:00,Metal Loss,12.0,4.6,4.1,2022,,
31707.536,07:49:00,Metal Loss,20.0,6.0,5.5,2022,,
31709.829,06:08:00,Metal Loss,31.0,2.3,1.7,2022,,
31780.738,05:35:00,Metal Loss,19.0,1.9,1.7,2022,,
31809.495,01:16:00,Metal Loss,10.0,3.1,2.4,2022,,
32105.095,05:46:00,Metal Loss,13.0,9.9,5.9,2022,,
32105.358,04:11:00,Metal Loss,20.0,2.9,2.6,2022,,
32187.29,08:14:00,Metal Loss,17.0,4.8,2.0,2022,,
32343.937,05:23:00,Metal Loss,12.0,5.9,4.1,2022,,
32398.819,05:15:00,Metal Loss,21.0,6.4,4.2,2022,,
32400.41,07:10:00,Metal Loss,19.0,11.4,10.1,2022,15.0,
32487.133,09:32:00,Metal Loss,30.0,3.9,4.0,2022,,
32640.774,10:01:00,Metal Loss,27.0,10.1,6.9,2022,15.0,
32641.893,12:01:00,Metal Loss,14.0,2.4,2.0,2022,,
32641.972,01:01:00,Metal Loss,18.0,3.0,3.6,2022,14.0,
32722.329,03:38:00,Metal Loss,20.0,2.6,2.0,2022,,
32722.343,06:16:00,Metal Loss,16.0,2.6,2.6,2022,,
33035.938,06:28:00,Metal Loss,14.0,7.9,3.3,2022,,
33036.056,08:01:00,Metal Loss,15.0,7.5,3.6,2022,,
33038.012,06:51:00,Metal Loss,18.0,17.9,7.2,2022,,
33039.216,08:20:00,Metal Loss,13.0,4.7,2.7,2022,,
33039.938,06:59:00,Metal Loss,21.0,9.6,6.3,2022,,
33050.81,05:42:00,Metal Loss,14.0,6.8,5.4,2022,,
33053.438,07:49:00,Metal Loss,45.0,47.6,16.9,2022,,
33054.173,06:18:00,Metal Loss,16.0,1.9,1.3,2022,,
33055.01,06:16:00,Metal Loss,28.0,3.4,2.2,2022,,
33080.013,04:57:00,Metal Loss,18.0,2.0,2.3,2022,,
33081.667,04:54:00,Metal Loss,12.0,3.2,2.9,2022,,
33081.683,05:51:00,Metal Loss,17.0,3.0,2.9,2022,,
33081.814,06:36:00,Metal Loss,13.0,2.0,1.6,2022,,
33160.194,06:11:00,Metal Loss,13.0,5.7,4.4,2022,10.0,
33240.466,02:56:00,Metal Loss,23.0,3.0,1.6,2022,17.0,
33240.469,06:29:00,Metal Loss,19.0,3.4,5.9,2022,18.0,
33242.303,04:19:00,Metal Loss,17.0,2.3,3.5,2022,17.0,
33317.277,07:58:00,Metal Loss,14.0,3.9,3.8,2022,,
33320.272,08:00:00,Metal Loss,24.0,18.5,8.4,2022,16.0,
33320.581,04:52:00,Metal Loss,14.0,8.5,5.0,2022,,
33321.02,02:28:00,Metal Loss,14.0,6.5,1.3,2022,,
33402.329,12:22:00,Metal Loss,16.0,2.1,3.4,2022,14.0,
33402.677,08:20:00,Metal Loss,18.0,3.1,3.0,2022,31.0,15.0
33403.74,12:22:00,Metal Loss,17.0,2.1,3.1,2022,,10.0
33434.209,11:45:00,Metal Loss,33.0,10.5,6.4,2022,46.0,
33435.092,11:48:00,Metal Loss,19.0,9.7,5.9,2022,33.0,
33436.414,12:42:00,Metal Loss,21.0,8.3,5.3,2022,11.0,
33439.4,12:54:00,Metal Loss,21.0,2.9,2.8,2022,37.0,
33440.276,01:02:00,Metal Loss,31.0,9.9,5.2,2022,22.0,
33450.787,06:56:00,Metal Loss,14.0,6.5,2.4,2022,17.0,
33451.545,06:27:00,Metal Loss,31.0,8.0,3.1,2022,14.0,
33480.335,04:30:00,Metal Loss,17.0,8.3,7.7,2022,11.0,13.0
33482.635,05:59:00,Metal Loss,33.0,1.5,1.9,2022,13.0,15.0
33504.708,04:47:00,Metal Loss,31.0,10.5,5.7,2022,,
33524.006,05:54:00,Metal Loss,26.0,2.8,2.2,2022,19.0,
33549.268,04:56:00,Metal Loss,19.0,3.6,2.4,2022,,
33549.751,04:20:00,Metal Loss,49.0,84.8,15.7,2022,,
33552.792,07:32:00,Metal Loss,20.0,7.4,1.9,2022,,
33553.914,07:05:00,Metal Loss,49.0,20.8,7.2,2022,,
33555.118,03:35:00,Metal Loss,47.0,1.6,3.0,2022,,
33555.774,03:50:00,Metal Loss,19.0,6.4,2.4,2022,,
33555.86,06:55:00,Metal Loss,43.0,26.8,9.4,2022,,
33556.211,03:14:00,Metal Loss,20.0,1.3,1.5,2022,,
33556.555,03:49:00,Metal Loss,63.0,18.1,9.7,2022,,
33557.999,05:00:00,Metal Loss,18.0,10.2,6.6,2022,12.0,
33558.261,03:45:00,Metal Loss,28.0,0.7,0.8,2022,,
33558.392,06:37:00,Metal Loss,29.0,4.4,5.8,2022,,
33558.622,03:30:00,Metal Loss,11.0,3.5,2.0,2022,,
33558.635,07:32:00,Metal Loss,20.0,2.0,0.9,2022,17.0,
33558.983,06:48:00,Metal Loss,22.0,3.2,3.9,2022,,
33562.549,11:09:00,Metal Loss,15.0,8.2,4.8,2022,,
33607.5,11:34:00,Metal Loss,23.0,7.2,7.5,2022,,
33608.297,12:01:00,Metal Loss,26.0,1.4,1.1,2022,,
33609.098,11:58:00,Metal Loss,29.0,33.7,13.1,2022,,
33642.874,07:27:00,Metal Loss,19.0,2.8,2.0,2022,,
33642.956,04:48:00,Metal Loss,21.0,4.2,3.4,2022,,10.0
33642.972,06:08:00,Metal Loss,17.0,3.5,2.8,2022,,
33837.241,04:35:00,Metal Loss,18.0,2.7,2.5,2022,,
33837.69,05:40:00,Metal Loss,12.0,4.6,2.4,2022,,
33844.498,06:46:00,Metal Loss,30.0,7.3,2.0,2022,,
33845.476,06:35:00,Metal Loss,46.0,13.7,4.3,2022,,
33847.178,06:38:00,Metal Loss,43.0,8.0,3.7,2022,,
33848.061,06:47:00,Metal Loss,19.0,2.0,1.5,2022,,12.0
33852.989,06:44:00,Metal Loss,14.0,5.4,2.4,2022,,10.0
33868.789,07:48:00,Metal Loss,17.0,3.1,1.5,2022,34.0,
33869.478,07:09:00,Metal Loss,30.0,22.0,4.1,2022,,
33871.673,07:16:00,Metal Loss,16.0,2.6,2.4,2022,,
33884.656,10:23:00,Metal Loss,18.0,1.6,2.7,2022,,16.0
33884.764,03:46:00,Metal Loss,15.0,3.1,2.6,2022,,
33884.898,11:42:00,Metal Loss,28.0,1.0,1.2,2022,,
33984.17,12:05:00,Metal Loss,31.0,12.8,4.5,2022,14.0,18.0
33985.453,12:07:00,Metal Loss,17.0,1.3,1.8,2022,17.0,
33986.785,12:02:00,Metal Loss,19.0,9.9,6.1,2022,17.0,
34027.28,12:55:00,Metal Loss,25.0,1.1,1.6,2022,37.0,
34055.39,05:38:00,Metal Loss,12.0,3.7,3.0,2022,31.0,21.0
34107.513,10:14:00,Metal Loss,28.0,5.9,8.6,2022,45.0,
34107.513,07:42:00,Metal Loss,15.0,3.1,3.1,2022,14.0,
34107.625,08:46:00,Metal Loss,21.0,3.0,1.4,2022,11.0,
34140.486,06:14:00,Metal Loss,32.0,2.1,1.9,2022,11.0,14.0
34140.942,06:06:00,Metal Loss,18.0,3.2,1.1,2022,41.0,
34142.343,06:23:00,Metal Loss,14.0,1.1,1.0,2022,,
34143.396,06:47:00,Metal Loss,15.0,3.4,2.9,2022,,
34145.072,06:27:00,Metal Loss,23.0,5.7,2.9,2022,,
34145.771,06:29:00,Metal Loss,23.0,0.9,1.3,2022,,
34146.237,06:36:00,Metal Loss,17.0,2.1,1.7,2022,,
34156.398,06:51:00,Metal Loss,21.0,2.0,2.5,2022,19.0,
34156.821,06:20:00,Metal Loss,49.0,11.9,8.5,2022,12.0,
34171.401,05:02:00,Metal Loss,14.0,4.6,3.1,2022,31.0,
34187.746,11:17:00,Metal Loss,28.0,4.7,5.6,2022,31.0,
34189.288,07:12:00,Metal Loss,15.0,7.2,4.8,2022,21.0,
34220.669,05:37:00,Metal Loss,56.0,19.8,6.3,2022,,
34221.709,06:15:00,Metal Loss,18.0,1.8,1.1,2022,,
34222.49,04:55:00,Metal Loss,16.0,1.9,1.5,2022,,
34222.785,06:04:00,Metal Loss,13.0,5.5,4.4,2022,,
34224.357,05:53:00,Metal Loss,17.0,3.0,3.3,2022,,
34225.154,05:24:00,Metal Loss,21.0,1.3,1.1,2022,,
34225.459,05:53:00,Metal Loss,10.0,2.9,3.4,2022,,
34237.9,04:39:00,Metal Loss,25.0,9.5,5.3,2022,,
34238.678,05:16:00,Metal Loss,19.0,13.2,7.1,2022,,
34269.721,04:06:00,Metal Loss,19.0,5.2,3.9,2022,,
34269.78,03:16:00,Metal Loss,23.0,4.6,3.6,2022,,
34269.797,05:32:00,Metal Loss,19.0,4.7,3.8,2022,,
34269.836,06:51:00,Metal Loss,25.0,2.7,3.0,2022,,
34269.859,08:05:00,Metal Loss,14.0,4.2,2.4,2022,,
34443.822,08:19:00,Metal Loss,16.0,3.9,3.3,2022,,
34503.045,06:49:00,Metal Loss,22.0,1.7,1.1,2022,,
34751.65,06:26:00,Metal Loss,27.0,14.9,5.7,2022,,
34762.507,05:10:00,Metal Loss,12.0,2.7,3.5,2022,,
34939.259,07:20:00,Metal Loss,13.0,8.4,2.8,2022,,
34950.141,07:18:00,Metal Loss,15.0,5.5,1.6,2022,,
34953.635,07:09:00,Metal Loss,18.0,26.2,4.4,2022,,
34959.547,07:28:00,Metal Loss,15.0,3.9,1.9,2022,,
34963.635,07:26:00,Metal Loss,14.0,8.4,2.1,2022,10.0,
34965.938,07:27:00,Metal Loss,14.0,6.7,2.4,2022,,
34968.839,07:28:00,Metal Loss,27.0,31.9,3.0,2022,,
34972.205,07:18:00,Metal Loss,11.0,7.4,3.5,2022,14.0,
34973.114,07:18:00,Metal Loss,15.0,4.1,3.3,2022,,
35030.151,07:06:00,Metal Loss,14.0,6.6,3.3,2022,,
35031.004,06:16:00,Metal Loss,14.0,13.6,8.1,2022,,
35044.856,02:27:00,Metal Loss,19.0,6.9,3.4,2022,11.0,
35254.675,09:47:00,Metal Loss,13.0,4.9,2.5,2022,,
35693.097,01:21:00,Metal Loss,12.0,3.7,3.1,2022,,
35822.566,11:10:00,Metal Loss,15.0,3.8,2.4,2022,,13.0
35878.376,06:11:00,Metal Loss,24.0,7.4,5.2,2022,14.0,
35937.365,08:52:00,Metal Loss,20.0,1.7,1.1,2022,,
35960.128,05:09:00,Metal Loss,22.0,9.4,15.5,2022,,
35960.253,01:08:00,Metal Loss,20.0,6.2,3.8,2022,,
35960.469,07:08:00,Metal Loss,24.0,1.5,1.6,2022,,
35960.472,08:33:00,Metal Loss,25.0,2.5,2.3,2022,,
36201.23,05:09:00,Metal Loss,16.0,3.4,3.1,2022,,
36201.24,09:10:00,Metal Loss,18.0,0.9,1.3,2022,,
36582.073,04:49:00,Metal Loss,19.0,7.7,6.1,2022,,
36851.804,02:22:00,Metal Loss,11.0,2.9,1.8,2022,,
36861.47,02:39:00,Metal Loss,13.0,3.2,2.9,2022,,
37080.157,06:27:00,Metal Loss,17.0,3.0,1.0,2022,,
37169.573,12:06:00,Metal Loss,30.0,0.6,1.0,2022,,
37169.948,12:04:00,Metal Loss,28.0,0.6,1.2,2022,,
37189.583,12:04:00,Metal Loss,22.0,0.6,1.1,2022,,
37190.01,12:06:00,Metal Loss,22.0,0.6,1.1,2022,,
37580.203,07:30:00,Metal Loss,12.0,13.2,3.4,2022,,
37581.778,07:30:00,Metal Loss,15.0,3.5,2.4,2022,,
37644.482,07:50:00,Metal Loss,11.0,5.9,1.9,2022,,
37651.503,11:08:00,Metal Loss,26.0,0.6,0.9,2022,,
37651.906,11:14:00,Metal Loss,27.0,0.6,1.5,2022,,
37730.033,05:18:00,Metal Loss,25.0,1.2,1.2,2022,,
37730.456,05:23:00,Metal Loss,25.0,1.6,1.1,2022,,
38134.344,04:50:00,Metal Loss,16.0,12.8,6.1,2022,,
38134.705,02:17:00,Metal Loss,29.0,11.7,3.6,2022,,
39098.504,04:23:00,Metal Loss,14.0,3.9,3.2,2022,,
39098.848,06:26:00,Metal Loss,13.0,3.7,2.7,2022,,
39249.019,08:40:00,Metal Loss,17.0,1.1,1.3,2022,,
39250.528,08:33:00,Metal Loss,20.0,1.7,0.9,2022,,
39250.968,08:04:00,Metal Loss,19.0,6.2,2.5,2022,,
39267.982,04:25:00,Metal Loss,17.0,2.0,2.4,2022,,
39268.14,05:26:00,Metal Loss,26.0,1.4,1.2,2022,,
39268.219,06:03:00,Metal Loss,15.0,1.9,1.6,2022,,
39269.895,04:23:00,Metal Loss,11.0,4.6,4.1,2022,,
39297.274,06:03:00,Metal Loss,24.0,2.4,1.5,2022,,
39353.855,08:13:00,Metal Loss,15.0,5.1,2.0,2022,,
39466.64,06:03:00,Metal Loss,18.0,9.7,4.5,2022,13.0,
39467.034,04:46:00,Metal Loss,16.0,3.7,2.0,2022,28.0,
39488.054,06:26:00,Metal Loss,14.0,4.2,3.5,2022,12.0,17.0
39488.596,01:39:00,Metal Loss,15.0,7.3,3.2,2022,24.0,
39517.218,03:20:00,Metal Loss,14.0,1.9,1.8,2022,10.0,15.0
39558.96,03:52:00,Metal Loss,15.0,2.0,2.0,2022,12.0,
39558.983,08:34:00,Metal Loss,27.0,2.7,2.1,2022,10.0,
39559.068,07:47:00,Metal Loss,20.0,2.3,1.8,2022,,
39559.098,02:23:00,Metal Loss,21.0,2.1,2.0,2022,16.0,
39562.543,02:48:00,Metal Loss,30.0,2.0,1.7,2022,,
39562.995,03:09:00,Metal Loss,18.0,3.6,2.4,2022,,
39566.683,02:02:00,Metal Loss,15.0,4.1,2.5,2022,,
39568.93,02:48:00,Metal Loss,12.0,2.8,2.4,2022,,
39573.57,02:38:00,Metal Loss,21.0,3.3,2.8,2022,,
39575.492,02:36:00,Metal Loss,18.0,10.0,3.3,2022,,
39576.772,06:10:00,Metal Loss,17.0,2.8,2.1,2022,,
39576.798,02:20:00,Metal Loss,35.0,2.6,1.4,2022,,
39578.724,06:01:00,Metal Loss,11.0,5.1,1.7,2022,,
39580.085,06:01:00,Metal Loss,23.0,2.4,1.3,2022,,
39582.09,06:03:00,Metal Loss,17.0,1.5,0.7,2022,,
39583.241,05:55:00,Metal Loss,14.0,2.7,0.6,2022,,
39584.108,06:03:00,Metal Loss,24.0,5.3,2.6,2022,,
39586.135,06:01:00,Metal Loss,22.0,2.0,1.6,2022,,
39587.169,05:59:00,Metal Loss,21.0,2.1,2.2,2022,,
39587.848,06:02:00,Metal Loss,18.0,2.6,1.8,2022,21.0,
39591.375,06:03:00,Metal Loss,18.0,2.6,1.9,2022,10.0,
39628.189,07:10:00,Metal Loss,12.0,6.5,1.9,2022,11.0,
39633.117,09:31:00,Metal Loss,23.0,3.3,2.2,2022,,
39633.189,02:23:00,Metal Loss,15.0,2.7,2.4,2022,,
39633.488,08:12:00,Metal Loss,22.0,2.5,1.8,2022,,
39633.763,10:21:00,Metal Loss,17.0,3.9,2.4,2022,,
39644.56,02:47:00,Metal Loss,14.0,8.2,3.7,2022,10.0,
39646.759,03:05:00,Metal Loss,20.0,8.4,3.9,2022,19.0,
39648.123,07:32:00,Metal Loss,16.0,3.0,2.0,2022,57.0,
39683.799,06:27:00,Metal Loss,14.0,1.9,1.7,2022,,
39684.232,06:14:00,Metal Loss,22.0,11.8,8.3,2022,,
39707.047,03:58:00,Metal Loss,27.0,2.2,2.4,2022,14.0,
39707.06,07:53:00,Metal Loss,19.0,10.7,4.4,2022,10.0,
39707.762,04:56:00,Metal Loss,28.0,2.4,2.0,2022,12.0,
39707.762,06:55:00,Metal Loss,25.0,3.2,2.6,2022,,
39707.815,06:21:00,Metal Loss,21.0,3.0,1.6,2022,,
39746.476,09:48:00,Metal Loss,12.0,4.2,3.2,2022,,
39746.765,03:26:00,Metal Loss,16.0,3.9,2.7,2022,,
39746.804,02:23:00,Metal Loss,15.0,5.7,2.4,2022,,
39747.064,06:03:00,Metal Loss,49.0,0.7,1.4,2022,,
39747.382,08:36:00,Metal Loss,15.0,6.1,2.2,2022,,
39747.841,03:30:00,Metal Loss,20.0,4.8,5.7,2022,,11.0
39747.841,07:48:00,Metal Loss,25.0,3.4,3.0,2022,,
39748.009,05:02:00,Metal Loss,11.0,5.2,1.3,2022,,
39795.282,03:58:00,Metal Loss,10.0,7.4,4.6,2022,,
39795.912,02:55:00,Metal Loss,21.0,11.9,6.5,2022,47.0,
39795.994,01:22:00,Metal Loss,24.0,1.1,1.0,2022,,
39796.44,07:10:00,Metal Loss,54.0,1.7,3.9,2022,,
39796.896,08:03:00,Metal Loss,50.0,1.7,4.0,2022,,
39861.355,07:33:00,Metal Loss,20.0,7.1,2.8,2022,,
39861.535,08:46:00,Metal Loss,24.0,4.6,5.9,2022,,
39898.993,05:25:00,Metal Loss,21.0,14.2,6.6,2022,,
39899.377,06:56:00,Metal Loss,15.0,7.4,7.8,2022,,
39899.508,11:38:00,Metal Loss,11.0,5.5,3.7,2022,,
39899.626,02:43:00,Metal Loss,16.0,1.1,4.0,2022,,
39899.793,09:13:00,Metal Loss,15.0,3.7,3.6,2022,,
39900.269,07:15:00,Metal Loss,20.0,4.4,3.2,2022,,
39902.664,09:21:00,Metal Loss,16.0,3.8,10.6,2022,,
39902.881,03:44:00,Metal Loss,16.0,1.7,1.1,2022,,
39902.946,04:16:00,Metal Loss,21.0,1.5,1.9,2022,,
39903.018,04:51:00,Metal Loss,43.0,4.4,4.5,2022,,
39903.232,10:01:00,Metal Loss,24.0,2.2,1.2,2022,,
